name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Agartala, TR, India",2025-02-18T06:00:00,66.2,66.2,62.6,88.19,0,0,,0,0,6.3,5.8,140,1013,0,1.9,0,0,0,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-18T07:00:00,69.8,69.8,64.4,82.99,0,0,,0,0,6.5,4.7,170,1014,0,1.9,13.7,0,0,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-18T08:00:00,74.8,74.8,61,62.23,0,0,,0,0,8.7,2.2,190,1015,0.7,1.6,156.3,0.6,2,10,Clear,clear-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-18T09:00:00,77,77,60.8,57.39,0,0,,0,0,9.6,5.8,240,1015,0,1.9,371,1.3,4,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-18T10:00:00,78.8,78.8,59,50.73,0,0,,0,0,9.8,4.7,290,1015,0,1.9,568.2,2,6,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-18T11:00:00,83.3,84.9,64.3,52.8,0,0,,0,0,9.4,3.4,245,1014.1,0,1.6,713.6,2.6,7,10,Clear,clear-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-18T12:00:00,84.2,85,62.6,48.35,0,0,,0,0,15.9,8.1,250,1013,0,1.9,793.7,2.9,8,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-18T13:00:00,84.2,85,62.6,48.35,0,0,,0,0,16.8,4.7,260,1012,0,1.9,700.7,2.5,7,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-18T14:00:00,86,90.5,69.6,58.25,0,0,,0,0,16.8,3.9,254,1011.2,50,1.6,633.3,2.3,6,10,Partially cloudy,partly-cloudy-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-18T15:00:00,84.2,88.4,69.8,62.06,0,0,,0,0,14.8,5.8,280,1011,50,1.9,553.7,2,6,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-18T16:00:00,82.4,85.4,68,61.84,0,0,,0,0,15,6.9,260,1011,50,1.9,346,1.2,3,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-18T17:00:00,77.1,77.1,63.9,63.83,0,0,,0,0,13,5.5,24,1012.1,89.1,1.6,183,0.7,2,10,Partially cloudy,partly-cloudy-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-18T18:00:00,75.2,75.2,64.4,69.16,0,0,,0,0,9.6,3.4,40,1012,50,2.5,28.4,0.1,0,10,Partially cloudy,partly-cloudy-night,"42724099999,VEAT"
"Agartala, TR, India",2025-02-18T19:00:00,73.4,73.4,64.4,73.46,0,0,,0,0,2,4.7,130,1013,50,2.5,0,0,0,10,Partially cloudy,partly-cloudy-night,"42724099999,VEAT"
"Agartala, TR, India",2025-02-18T20:00:00,73,73,64.6,74.85,0,0,,0,0,2.5,1.6,140,1013.1,50,1.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"42724099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-18T21:00:00,70.8,70.8,68.8,93.46,0,0,,0,0,3.1,2.2,145.7,1013,19.8,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-18T22:00:00,70.8,70.8,68.1,91.18,0,0,,0,0,3.4,3.1,151.3,1014,16,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-18T23:00:00,69.5,69.5,65.6,87.28,0,0,,0,0,3.6,0,148.6,1013.5,50,1.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"42724099999,41933099999"
"Agartala, TR, India",2025-02-19T00:00:00,68.1,68.1,66.5,94.56,0,0,rain,0,0,3.8,1.6,154.8,1013,8.4,9.4,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-19T01:00:00,67.9,67.9,66.3,94.56,0,0,,0,0,2.2,0.9,135.2,1013,4.3,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-19T02:00:00,67.3,67.3,63.8,88.49,0,0,,0,0,1.8,0,84.6,1012.5,50,1.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"42724099999,41915099999,41933099999"
"Agartala, TR, India",2025-02-19T03:00:00,66.8,66.8,65.6,95.73,0,0,,0,0,3.4,2.2,66.2,1013,2.9,15,0,0,0,3,Clear,clear-night,remote
"Agartala, TR, India",2025-02-19T04:00:00,65,65,64.1,96.91,0,0,rain,0,0,5.6,3.8,95.3,1013,9.5,8.8,0,0,0,3,Clear,clear-night,remote
"Agartala, TR, India",2025-02-19T05:00:00,64.7,64.7,62.7,93.38,0,0,,0,0,5.8,0,0,1013,50,1.2,0,0,0,5,Partially cloudy,partly-cloudy-night,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-19T06:00:00,66.2,66.2,62.6,88.19,0,0,,0,0,6.7,0,0,1013,50,1.2,0,0,0,5,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-19T07:00:00,69.8,69.8,62.6,77.92,0,0,,0,0,7.4,0,0,1014,50,1.9,13.6,0,0,5,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-19T08:00:00,73.4,73.4,66,77.88,0,0,,0,0,9.8,1.6,180,1014.3,50.8,1.6,144.7,0.5,1,3,Partially cloudy,partly-cloudy-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-19T09:00:00,77,77,66.2,69.36,0,0,,0,0,10.7,3.4,190,1014,50,1.9,348,1.3,3,3,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-19T10:00:00,82.4,84,64.4,54.58,0,0,,0,0,11.2,3.4,190,1014,50,1.9,483.6,1.7,5,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-19T11:00:00,85.7,87.4,64.7,49.62,0,0,,0,0,15.2,2.8,299,1013.2,50,1.6,615.4,2.2,6,10,Partially cloudy,partly-cloudy-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-19T12:00:00,86,87.5,64.4,48.62,0,0,,0,0,15.4,4.7,300,1012,50,2.5,726.6,2.6,7,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-19T13:00:00,87.8,89.3,64.4,45.91,0,0,,0,0,12.5,8.1,290,1011,50,2.5,732.2,2.6,7,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-19T14:00:00,85.6,88.8,67.7,55.26,0,0,,0,0,11.9,3.9,353,1010.5,55.3,2.5,689.1,2.5,7,10,Partially cloudy,partly-cloudy-day,"42724099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-19T15:00:00,82.4,85.4,68,61.84,0,0,,0,0,11.4,5.8,350,1010,50,2.5,539.6,1.9,5,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-19T16:00:00,82.4,86.2,69.8,65.77,0,0,,0,0,11.6,4.7,360,1010,27.6,2.5,394.3,1.4,4,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-19T17:00:00,80.2,83.2,69.2,69.36,0,0,,0,0,8.7,1.6,10,1011,17.6,1.6,187.9,0.7,2,10,Clear,clear-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-19T18:00:00,77,77,69.8,78.5,0,0,,0,0,4.5,0,0,1011,0,1.9,42.4,0.2,0,10,Clear,clear-night,"42724099999,VEAT"
"Agartala, TR, India",2025-02-19T19:00:00,73.4,73.4,68,83.22,0,0,,0,0,5.8,0,0,1012,0,1.9,0,0,0,10,Clear,clear-night,"42724099999,VEAT"
"Agartala, TR, India",2025-02-19T20:00:00,71.8,71.8,68,87.97,0,0,,0,0,6.5,0,128,1012.9,2.7,1.3,0,0,0,10,Clear,clear-night,"42724099999,41915099999,41933099999"
"Agartala, TR, India",2025-02-19T21:00:00,70.2,70.2,65.6,85.13,0,0,,0,0,6.5,4.3,124.4,1013,3.8,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-19T22:00:00,69.9,69.9,65.2,85.11,0,0,,0,0,6.7,4.7,113.4,1013,1,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-19T23:00:00,69.2,69.2,66.5,91.31,0,0,,0,0,5.4,0,95.6,1013.9,30,1.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"42724099999,41933099999"
"Agartala, TR, India",2025-02-20T00:00:00,66.5,66.5,64.1,92.18,0,0,,0,0,6.7,4.5,88.2,1014,6.7,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-20T01:00:00,67.2,67.2,64.3,90.48,0,0,,0,0,6.7,4.7,75.3,1014,1.3,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-20T02:00:00,66.5,66.5,64.1,92.18,0,0,,0,0,6.5,0,62.8,1013.1,1,0.6,0,0,0,10,Clear,fog,42724099999
"Agartala, TR, India",2025-02-20T03:00:00,68.3,68.3,64.5,87.73,0,0,,0,0,6.5,4.5,51.8,1013,0,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-20T04:00:00,63.4,63.4,61.6,93.86,0,0,,0,0,6.9,3.8,56.2,1013,0,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-20T05:00:00,64,64,62.2,94.01,0,0,,0,0,6.9,0,0,1013.9,27.6,0.9,0,0,0,10,Partially cloudy,fog,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-20T06:00:00,64.4,64.4,62.6,93.88,0,0,,0,0,7.6,0,0,1014,27.6,0.6,0,0,0,10,Partially cloudy,fog,"42724099999,VEAT"
"Agartala, TR, India",2025-02-20T07:00:00,68,68,64.4,88.27,0,0,,0,0,8.3,0,0,1015,0,0.6,15.9,0.1,0,10,Clear,fog,"42724099999,VEAT"
"Agartala, TR, India",2025-02-20T08:00:00,71.7,71.7,64.4,77.57,0,0,,0,0,11.2,0,0,1015.9,17.8,1.3,166.2,0.6,2,10,Clear,clear-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-20T09:00:00,78.8,78.8,69.8,73.97,0,0,,0,0,13,8.1,50,1016,0,1.9,380.2,1.4,4,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-20T10:00:00,84.2,87.4,68,58.35,0,0,,0,0,15.2,6.9,40,1015,0,2.5,576.4,2.1,6,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-20T11:00:00,87.4,86.7,59,38.37,0,0,,0,0,16.3,4.9,31,1014.4,17.2,2.8,731.8,2.6,7,10,Clear,clear-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-20T12:00:00,87.8,87.1,59,37.94,0,0,,0,0,15.9,9.2,10,1013,27.6,3.1,780.6,2.8,8,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-20T13:00:00,87.8,87.1,59,37.94,0,0,,0,0,12.8,6.9,360,1013,50,3.1,782,2.8,8,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-20T14:00:00,87.9,87.2,58.9,37.68,0,0,,0,0,11.4,6.1,33,1012,49.9,2.8,689.2,2.5,7,10,Partially cloudy,partly-cloudy-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-20T15:00:00,86,85,57.2,37.66,0,0,,0,0,9.8,9.2,10,1012,50,3.1,466.2,1.7,5,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-20T16:00:00,82.4,83.4,62.6,51.25,0,0,,0,0,8.5,6.9,10,1012,50,3.1,352.8,1.3,4,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-20T17:00:00,80.2,82.8,67.7,65.6,0,0,,0,0,6.9,2.8,355,1012.3,73.9,2.8,168.6,0.6,2,10,Partially cloudy,partly-cloudy-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-20T18:00:00,77,77,68,73.8,0,0,,0,0,7.2,3.4,320,1013,89,2.5,29.1,0.1,0,10,Partially cloudy,partly-cloudy-night,"42724099999,VEAT"
"Agartala, TR, India",2025-02-20T19:00:00,75.2,75.2,69.8,83.34,0,0,,0,0,7.6,0,0,1014,89,1.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"42724099999,VEAT"
"Agartala, TR, India",2025-02-20T20:00:00,73.5,73.5,69.5,87.51,0,0,,0,0,7.8,0,0,1014.2,50,1.6,0,0,0,10,Partially cloudy,partly-cloudy-night,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-20T21:00:00,72.4,72.4,61.6,68.86,0,0,,0,0,7.8,4,332.9,1014,1.7,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-20T22:00:00,73.5,73.5,60.9,64.73,0,0,,0,0,8.1,3.8,345.4,1015,6.9,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-20T23:00:00,68.6,68.6,66.5,92.83,0,0,,0,0,8.3,0,345.7,1014.8,50,1.2,0,0,0,10,Partially cloudy,partly-cloudy-night,42724099999
"Agartala, TR, India",2025-02-21T00:00:00,69.3,69.3,59.3,70.31,0,0,,0,0,8.3,4.3,353.8,1015,21.7,15,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
"Agartala, TR, India",2025-02-21T01:00:00,68.8,68.8,59.6,72.55,0,0,,0,0,7.4,4,13.7,1014,33.8,15,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
"Agartala, TR, India",2025-02-21T02:00:00,66.4,66.4,63.4,90.23,0,0,,0,0,6.5,0,20.3,1013.3,30,2.1,0,0,0,10,Partially cloudy,partly-cloudy-night,"41915099999,41933099999"
"Agartala, TR, India",2025-02-21T03:00:00,66.6,66.6,58.7,75.68,0,0,,0,0,5.8,3.8,28.5,1014,5.9,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-21T04:00:00,66.3,66.3,60.7,82.23,0,0,,0,0,4.9,3.1,349.5,1014,2,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-21T05:00:00,66,66,64.4,94.49,0,0,,0,0,4,0,0,1013.5,50,0.9,0,0,0,10,Partially cloudy,fog,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-21T06:00:00,66.2,66.2,64.4,93.93,0,0,,0,0,4.5,0,0,1014,50,0.6,0,0,0,10,Partially cloudy,fog,"42724099999,VEAT"
"Agartala, TR, India",2025-02-21T07:00:00,68,68,64.4,88.27,0,0,,0,0,5.4,0,0,1015,50,1.2,16.4,0.1,0,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-21T08:00:00,71.5,71.5,67.5,87.33,0,0,,0,0,7.4,0.6,360,1016.1,50.2,1,168.1,0.6,2,10,Partially cloudy,partly-cloudy-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-21T09:00:00,75.2,75.2,66.2,73.63,0,0,,0,0,8.7,0,0,1016,50,1.2,382.4,1.4,4,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-21T10:00:00,78.8,78.8,66.2,65.36,0,0,,0,0,8.9,4.7,320,1015,50,1.9,577,2.1,6,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-21T11:00:00,84.2,84.3,60.4,44.77,0,0,,0,0,8.5,3.9,346,1014.5,39.7,1.9,730.3,2.6,7,10,Partially cloudy,partly-cloudy-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-21T12:00:00,84.2,84.4,60.8,45.37,0,0,,0,0,8.7,8.1,310,1013,27.6,2.5,813.8,2.9,8,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-21T13:00:00,86,85.5,59,40.17,0,0,,0,0,11.6,6.9,260,1012,0,2.5,815,2.9,8,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-21T14:00:00,87.9,87.1,58.7,37.45,0,0,,0,0,11.9,4.4,250,1012.1,24.6,2.8,719.7,2.6,7,10,Partially cloudy,partly-cloudy-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-21T15:00:00,86,86.7,62.6,45.64,0,0,,0,0,12.3,3.4,310,1011,0,3.1,511.3,1.8,5,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-21T16:00:00,84.2,85.7,64.4,51.5,0,0,,0,0,12.8,0,0,1011,0,2.5,404.7,1.5,4,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-21T17:00:00,82.3,84.7,66.4,58.71,0,0,,0,0,11.6,2.8,265,1011.9,14.3,2.5,214.4,0.8,2,10,Clear,clear-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-21T18:00:00,78.8,78.8,68,69.55,0,0,,0,0,7.2,0,0,1012,0,2.5,37.8,0.1,0,10,Clear,clear-night,"42724099999,VEAT"
"Agartala, TR, India",2025-02-21T19:00:00,77,77,68,73.8,0,0,,0,0,6.9,0,0,1013,0,2.5,0,0,0,10,Clear,clear-night,"42724099999,VEAT"
"Agartala, TR, India",2025-02-21T20:00:00,73.6,73.6,68.4,83.89,0,0,,0,0,5.8,0,237.4,1013.8,2.5,1.3,0,0,0,10,Clear,clear-night,"42724099999,41915099999,41933099999"
"Agartala, TR, India",2025-02-21T21:00:00,75.6,75.6,65.7,71.41,0,0,,0,0,4.9,5.4,251.4,1014,2,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-21T22:00:00,75.6,75.6,65.6,70.97,0,0,,0,0,4,4.5,255.8,1015,0.9,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-21T23:00:00,69.2,69.2,66.2,90.22,0,0,,0,0,3.1,0,253.5,1014.2,1,1.3,0,0,0,10,Clear,clear-night,"42724099999,41933099999"
"Agartala, TR, India",2025-02-22T00:00:00,68.6,68.6,64.3,86.11,0,0,,0,0,4.5,3.6,259.3,1014,4.9,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-22T01:00:00,67.4,67.4,64.1,89.36,0,0,,0,0,4.3,2.9,270,1014,4,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-22T02:00:00,66.3,66.3,65,95.54,0,0,,0,0,3.8,0,271.8,1013.4,5.7,1.3,0,0,0,10,Clear,clear-night,"42724099999,41915099999,41933099999"
"Agartala, TR, India",2025-02-22T03:00:00,66.3,66.3,62.9,88.75,0,0,,0,0,3.4,1.1,116.1,1014,5.7,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-22T04:00:00,68.6,68.6,63.1,82.39,0,0,,0,0,2.9,1.8,142.5,1013,0,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-22T05:00:00,64.4,64.4,62.9,94.8,0,0,,0,0,3.4,0,0,1014,27.6,1.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-22T06:00:00,66.2,66.2,64.4,93.93,0,0,,0,0,5.6,0,0,1015,27.6,1.2,0,0,0,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-22T07:00:00,69.8,69.8,66.2,88.35,0,0,,0,0,5.8,0,0,1015,27.6,1.2,15.5,0.1,0,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-22T08:00:00,75.2,75.2,66.5,74.48,0,0,,0,0,7.2,1.6,161,1016.2,4.2,1,158,0.6,2,10,Clear,clear-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-22T09:00:00,78.8,78.8,66.2,65.36,0,0,,0,0,7.6,4.7,350,1017,0,1.2,344.3,1.2,3,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-22T10:00:00,82.4,84,64.4,54.58,0,0,,0,0,8.9,5.8,300,1016,0,1.9,567.2,2,6,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-22T11:00:00,84.2,89.6,71.5,65.79,0,0,,0,0,11.2,4.4,297,1015.9,40,1.6,723.3,2.6,7,10,Partially cloudy,partly-cloudy-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-22T12:00:00,84.2,88.4,69.8,62.06,0,0,,0,0,10.1,6.9,300,1015,0,2.5,797,2.9,8,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-22T13:00:00,84.2,88.4,69.8,62.06,0,0,,0,0,10.1,8.1,340,1014,0,2.5,818.4,2.9,8,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-22T14:00:00,85.8,88.9,67.5,54.36,0,0,,0,0,10.3,4.5,303,1013.2,54.8,1.9,540.4,1.9,5,10,Partially cloudy,partly-cloudy-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-22T15:00:00,82.4,86.2,69.8,65.77,0,0,,0,0,10.7,5.8,360,1013,50,2.5,523.2,1.9,5,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-22T16:00:00,82.4,86.2,69.8,65.77,0,0,,0,0,11,4.7,360,1013,50,2.5,339.9,1.2,3,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-22T17:00:00,80.6,84,70,70.16,0,0,,0,0,9.8,2.2,340,1013,64.4,1.6,203.2,0.7,2,10,Partially cloudy,partly-cloudy-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-22T18:00:00,77,77,71.6,83.45,0,0,,0,0,9.8,0,0,1014,50,1.9,29.3,0.1,0,10,Partially cloudy,partly-cloudy-night,"42724099999,VEAT"
"Agartala, TR, India",2025-02-22T19:00:00,75.2,75.2,71.6,88.6,0,0,,0,0,9.8,18.3,310,1015,89,1.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"42724099999,VEAT"
"Agartala, TR, India",2025-02-22T20:00:00,71.9,71.9,64,76.18,0.004,100,rain,0,0,8.3,3.4,309,1015.3,83.6,1.6,0,0,0,10,"Rain, Partially cloudy",rain,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-22T21:00:00,72.6,72.6,65.9,79.62,0,0,,0,0,8.3,4,3,1016,67.7,15,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
"Agartala, TR, India",2025-02-22T22:00:00,72.8,72.8,65.7,78.65,0,0,,0,0,9.6,3.8,22.1,1015,66.9,15,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
"Agartala, TR, India",2025-02-22T23:00:00,70.4,70.4,65.8,85.42,0,0,,0,0,8.9,1.1,270,1014.8,60.2,1.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"42724099999,41915099999,41933099999"
"Agartala, TR, India",2025-02-23T00:00:00,70.2,70.2,65.4,84.6,0,0,,0,0,6.9,4,51.2,1015,59.7,15,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
"Agartala, TR, India",2025-02-23T01:00:00,70.2,70.2,65.4,84.6,0,0,,0,0,7.2,4,60.2,1015,26.5,15,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
"Agartala, TR, India",2025-02-23T02:00:00,69.8,69.8,65.9,87.37,0,0,,0,0,6.9,0,340,1014,59.9,1.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"42724099999,41915099999,41933099999"
"Agartala, TR, India",2025-02-23T03:00:00,69.3,69.3,65.2,86.69,0,0,,0,0,6.9,4.3,63.9,1014,26.9,15,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
"Agartala, TR, India",2025-02-23T04:00:00,67.6,67.6,64.7,90.5,0,0,,0,0,6.7,4,62.5,1014,46.6,15,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
"Agartala, TR, India",2025-02-23T05:00:00,69.4,69.4,66.3,89.89,0,0,,0,0,6.7,0,0,1014.9,83.1,1.6,0,0,0,10,Partially cloudy,partly-cloudy-night,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-23T06:00:00,69.8,69.8,66.2,88.35,0,0,rain,0,0,6.3,0,0,1016,89,1.2,0,0,0,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-23T07:00:00,71.6,71.6,66.2,83.11,0,0,,0,0,6.5,4.7,90,1016,89,1.9,14.8,0.1,0,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-23T08:00:00,77.1,77.1,63.9,63.86,0,0,,0,0,9.8,2.2,120,1017,50.2,1.6,121.1,0.4,1,10,Partially cloudy,partly-cloudy-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-23T09:00:00,82.4,83.4,62.6,51.25,0,0,,0,0,14.1,4.7,100,1017,50,3.1,285.7,1,3,3,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-23T10:00:00,84.2,85,62.6,48.35,0,0,,0,0,18.1,5.8,130,1016,50,3.1,389.7,1.4,4,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-23T11:00:00,86.2,87.5,63.9,47.53,0,0,,0,0,18.6,6,341,1016.1,50.9,2.8,590.8,2.1,6,10,Partially cloudy,partly-cloudy-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-23T12:00:00,84.2,85.7,64.4,51.5,0,0,,0,0,16.6,9.2,310,1015,89,3.1,698.6,2.5,7,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-23T13:00:00,78.8,78.8,68,69.55,0,0,,0,0,16.1,9.2,330,1015,89,2.5,689.9,2.5,7,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-23T14:00:00,77.1,77.1,64.5,65.34,0,0,,0,0,13.2,8.2,360,1015,84,1.6,669.1,2.4,7,10,Partially cloudy,partly-cloudy-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-23T15:00:00,78.8,78.8,68,69.55,0,0,,0,0,13.2,11.4,30,1014,89,2.5,597.5,2.2,6,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-23T16:00:00,75.2,75.2,64.4,69.16,0,0,,0,0,11.6,9.2,40,1014,50,3.1,453,1.6,5,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-23T17:00:00,73.2,73.2,64.7,74.59,0,0,,0,0,10.5,3.9,41,1014.9,44.9,2.5,212.7,0.8,2,10,Partially cloudy,partly-cloudy-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-23T18:00:00,71.6,71.6,66.2,83.11,0,0,,0,0,4.3,3.4,40,1015,0,2.5,41,0.1,0,10,Clear,clear-night,"42724099999,VEAT"
